Loan ID,Borrower Name,Branch,RM,Province,City / Town,Loan Product,Sector,Collateral Type,Issue Date,Maturity Date,Tenor (Mo),"Loan Amt
(USD)","Outstanding
(USD)","Int Rate
(%)","Annual Income
(USD)","DTI
(%)",DSCR,"Credit
Score","Emp Length
(Yrs)","Collateral
Value (USD)","LTV
(%)","Revol Util
(%)",DPD,"Missed
Pmts","Part
Pmts","Bank Bal
Trend","Inflation
Exp","Forex
Income",Loan Status
CNB-013574,Sandile Madzivire,Gweru Branch,G. Mutasa,Mashonaland West,Kadoma,Transport Fleet Finance,Agriculture,Commercial vehicle,8/3/2019,29/8/2020,18,"$8,000","$2,240",19.70%,"$39,900",20.60%,2.87x,745,1,"$2,066",108.40%,44.30%,0,0,0,Stable,Low,No,Performing
CNB-013575,Farai Nkomo,Victoria Falls Branch,F. Moyo,Harare Metropolitan,Harare,Microfinance Loan,Health & pharmaceuticals,Motor vehicle,31/1/2021,26/1/2022,12,$900,$252,23.10%,"$4,500",25.60%,1.84x,764,7,$396,63.70%,42.70%,0,0,0,Improving,Low,No,Performing
CNB-013576,Lindiwe Chikwanda,Victoria Falls Branch,E. Mapfumo,Bulawayo Metropolitan,Bulawayo,Equipment Finance,Informal trade,Residential property,3/11/2021,29/10/2022,12,"$7,800","$2,184",31.50%,"$46,800",67.60%,1.00x,557,10,"$2,744",79.60%,69.80%,45,2,3,Severely declining,Medium,No,Watch
CNB-013577,Thandeka Molife,Gweru Branch,H. Zimba,Manicaland,Mutare,Green Energy Loan,Education,Residential property,10/12/2023,24/11/2026,36,"$8,300","$6,662",16.90%,"$22,000",19.40%,2.16x,736,2,"$6,388",104.30%,30.80%,0,0,1,Stable,Low,No,Performing
CNB-013578,Tendaiishe Gumbo,Gweru Branch,R. Ncube,Bulawayo Metropolitan,Bulawayo,Women in Business Loan,Manufacturing,Commercial property,23/10/2023,7/10/2026,36,"$318,900","$245,766",29.10%,"$798,600",33.20%,1.61x,618,15,"$522,506",47.00%,44.50%,0,2,1,Stable,Low,No,Special mention
CNB-013579,Nokuthula Chiweshe,Gweru Branch,B. Makoni,Manicaland,Mutare,Trade Finance Facility,Informal trade,Motor vehicle,12/7/2019,1/7/2021,24,$800,$224,17.50%,"$2,500",28.40%,3.91x,660,5,$589,38.00%,27.60%,0,0,1,Stable,Medium,No,Performing
CNB-013580,Nyasha Nyagura,Bulawayo Main,E. Mapfumo,Harare Metropolitan,Epworth,Equipment Finance,Health & pharmaceuticals,Personal guarantee,22/6/2022,14/12/2023,18,"$3,900","$1,092",34.80%,"$5,900",55.90%,0.92x,518,2,"$2,711",40.30%,84.10%,45,1,0,Severely declining,High,No,Watch
CNB-013581,Tapuwa Nyoni,Victoria Falls Branch,M. Ndlovu,Manicaland,Mutare,Green Energy Loan,Agriculture,Residential property,5/11/2022,20/10/2025,36,"$1,700",$911,43.50%,"$13,500",92.00%,0.59x,282,5,"$1,531",59.50%,80.50%,90,3,1,Severely declining,High,Yes,Non-performing
CNB-013582,Chisomo Charamba,Kwekwe Branch,G. Mutasa,Bulawayo Metropolitan,Bulawayo,Import Finance,Transport & logistics,No collateral,24/10/2023,16/4/2025,18,"$1,400",$760,46.90%,"$9,000",73.10%,0.38x,348,1,$0,,82.10%,30,4,4,Severely declining,High,No,Non-performing
CNB-013583,Edmore Nhiwatiwa,Bulawayo Main,F. Moyo,Midlands,Zvishavane,Agricultural Input Finance,Agriculture,Residential property,11/9/2021,6/9/2022,12,"$3,200",$896,26.50%,"$19,300",45.50%,1.77x,614,10,"$1,758",51.00%,43.10%,7,1,1,Declining,Low,Yes,Special mention
CNB-013584,Rumbidzai Gova,Gweru Branch,T. Chinyoka,Mashonaland East,Murewa,Microfinance Loan,Agriculture,Commercial property,8/2/2023,23/1/2026,36,"$1,000",$599,18.00%,"$3,700",29.30%,1.77x,831,1,$786,76.30%,23.20%,0,0,1,Improving,Medium,No,Performing
CNB-013585,Rutendo Chirwa,Kwekwe Branch,D. Rusike,Manicaland,Chipinge,School Fees Loan,Hospitality & tourism,Agricultural land,2/11/2021,28/10/2022,12,"$3,200",$896,46.10%,"$22,200",92.90%,0.59x,389,3,$889,100.80%,89.90%,150,3,3,Declining,High,No,Non-performing
CNB-013586,Tapuwa Makoni,Kwekwe Branch,M. Ndlovu,Harare Metropolitan,Harare,Women in Business Loan,Health & pharmaceuticals,Share pledge,10/4/2023,4/4/2024,12,"$658,400","$184,352",21.40%,"$3,764,100",16.40%,3.33x,792,1,"$210,834",87.40%,38.40%,0,1,1,Improving,Medium,No,Performing
CNB-013587,Tawanda Musekiwa,Victoria Falls Branch,D. Rusike,Bulawayo Metropolitan,Bulawayo,Trade Finance Facility,Mining,Stock/inventory pledge,14/8/2023,8/8/2024,12,"$12,700","$3,556",48.40%,"$49,500",80.20%,0.32x,366,10,"$2,778",128.00%,87.00%,150,4,2,Severely declining,Medium,No,Non-performing
CNB-013588,Vimbai Landa,Victoria Falls Branch,E. Mapfumo,Bulawayo Metropolitan,Bulawayo,Youth Enterprise Loan,Informal trade,Commercial vehicle,22/12/2023,11/12/2025,24,"$1,500","$1,074",27.70%,"$6,200",33.50%,1.78x,666,3,"$1,579",68.00%,55.10%,0,0,2,Declining,Medium,No,Performing
CNB-013589,Anesu Dziva,Victoria Falls Branch,R. Ncube,Mashonaland West,Chegutu,Agricultural Input Finance,Education,Residential property,18/6/2024,8/6/2026,24,"$6,300","$5,639",23.70%,"$17,800",31.50%,1.54x,528,7,"$5,295",106.50%,59.50%,7,0,1,Declining,Medium,Yes,Special mention
CNB-013590,Sibonelo Mugabe,Kwekwe Branch,F. Moyo,Bulawayo Metropolitan,Bulawayo,Trade Finance Facility,Hospitality & tourism,Commercial property,14/9/2019,3/9/2021,24,"$68,800","$19,264",50.30%,"$544,000",89.40%,0.61x,382,10,"$49,243",39.10%,80.40%,60,3,3,Severely declining,High,No,Non-performing
CNB-013591,Mthokozisi Tapfuma,Masvingo Branch,C. Sibanda,Manicaland,Mutare,Green Energy Loan,Transport & logistics,Personal guarantee,4/3/2023,26/1/2030,84,"$10,300","$8,602",36.90%,"$39,800",64.60%,0.94x,397,3,"$15,900",54.10%,76.70%,45,1,1,Declining,High,Yes,Watch
CNB-013592,Kudakwashe Madzivire,Bulawayo Main,H. Zimba,Manicaland,Mutare,Trade Finance Facility,Manufacturing,Agricultural land,21/4/2019,15/4/2020,12,"$136,000","$38,080",40.80%,"$742,100",88.00%,0.76x,413,2,"$79,677",47.80%,94.60%,60,2,1,Severely declining,High,No,Non-performing
CNB-013593,Nyasha Ndihlovu,Bulawayo Main,S. Dube,Matabeleland North,Victoria Falls,Women in Business Loan,Agriculture,No collateral,28/6/2024,25/12/2024,6,"$54,400","$33,728",18.70%,"$112,600",9.40%,2.06x,760,3,$0,,23.70%,0,0,0,Improving,Low,No,Performing
CNB-013594,Fidelis Mutinhiri,Chitungwiza Branch,D. Rusike,Harare Metropolitan,Harare,Property Development Loan,Health & pharmaceuticals,Residential property,17/12/2023,1/12/2026,36,"$6,800","$5,490",34.00%,"$9,500",74.10%,1.07x,413,3,"$7,049",77.90%,72.00%,45,4,0,Declining,High,No,Watch
CNB-013595,Zviko Gova,Beitbridge Branch,R. Ncube,Manicaland,Mutare,Women in Business Loan,Health & pharmaceuticals,Motor vehicle,19/3/2020,14/3/2021,12,"$1,700",$476,19.90%,"$11,400",30.10%,1.63x,668,3,$937,50.80%,44.40%,0,1,1,Stable,Medium,No,Performing
CNB-013596,Admire Mlambo,Beitbridge Branch,N. Gumbo,Manicaland,Mutare,Transport Fleet Finance,Transport & logistics,Company guarantee,22/1/2020,15/7/2021,18,"$5,600","$1,568",22.00%,"$27,400",30.40%,2.56x,684,3,"$3,188",49.20%,8.60%,0,1,1,Improving,Medium,Yes,Performing
CNB-013597,Lucky Mpofu,Bulawayo Main,F. Moyo,Bulawayo Metropolitan,Bulawayo,Agricultural Input Finance,Construction,Equipment & machinery,2/5/2024,24/10/2025,18,"$3,700","$2,950",24.10%,"$20,900",36.30%,1.81x,584,3,"$6,871",42.90%,53.70%,0,1,2,Declining,High,No,Performing
CNB-013598,Dorcas Mahove,Kwekwe Branch,N. Gumbo,Midlands,Redcliff,Export Finance,Education,Residential property,29/10/2022,24/10/2023,12,"$9,500","$2,660",23.50%,"$66,700",18.90%,3.52x,676,1,"$6,347",41.90%,28.70%,0,0,1,Stable,Low,No,Performing
CNB-013599,Ruramai Phiri,Bulawayo Main,F. Moyo,Harare Metropolitan,Harare,Youth Enterprise Loan,Real estate,Salary cession,11/1/2022,1/1/2024,24,"$11,800","$3,304",24.20%,"$51,100",31.40%,1.66x,556,15,"$5,320",62.10%,40.00%,30,2,1,Improving,High,No,Special mention
CNB-013600,Tino Mahove,Gweru Branch,G. Mutasa,Harare Metropolitan,Harare,Import Finance,Agriculture,No collateral,27/1/2020,20/7/2021,18,"$1,000",$280,31.50%,"$6,500",59.40%,0.79x,545,7,$0,,73.40%,14,4,0,Stable,Medium,No,Watch
CNB-013601,Mthulisi Chiweshe,Chinhoyi Branch,B. Makoni,Manicaland,Mutare,Property Development Loan,Real estate,Fixed deposit cession,30/3/2019,21/2/2026,84,"$1,200",$510,31.00%,"$9,200",74.50%,1.16x,456,15,"$1,330",38.40%,91.10%,0,1,2,Declining,High,No,Watch
CNB-013602,Ropafadzo Muyambi,Mutare Branch,F. Moyo,Manicaland,Rusape,Youth Enterprise Loan,Manufacturing,Salary cession,28/12/2019,12/12/2022,36,"$8,000","$2,240",19.90%,"$37,500",27.50%,2.59x,666,0,"$2,476",90.50%,43.30%,0,1,0,Improving,Low,Yes,Performing
CNB-013603,Anesu Mutsvairo,Kwekwe Branch,B. Makoni,Bulawayo Metropolitan,Bulawayo,Transport Fleet Finance,Transport & logistics,Personal guarantee,21/12/2020,11/12/2022,24,"$31,400","$8,792",23.00%,"$201,800",10.50%,2.91x,748,10,"$23,333",37.70%,20.70%,7,1,0,Stable,Low,Yes,Special mention
CNB-013604,Simbarashe Vera,Kwekwe Branch,H. Zimba,Bulawayo Metropolitan,Bulawayo,Medical Finance,Retail trade,Commercial vehicle,7/6/2022,4/12/2022,6,"$4,300","$1,204",18.40%,"$6,400",25.50%,4.00x,713,2,$852,141.20%,25.10%,0,1,1,Improving,Medium,No,Performing
CNB-013605,Sipho Maposa,Beitbridge Branch,R. Ncube,Bulawayo Metropolitan,Bulawayo,Property Development Loan,Construction,Stock/inventory pledge,4/1/2020,3/4/2020,3,"$11,900","$3,332",38.60%,"$88,800",74.10%,0.91x,507,1,"$8,979",37.10%,66.00%,0,4,1,Declining,Medium,No,Watch
CNB-013606,Onai Gova,Bulawayo Main,A. Nkomo,Bulawayo Metropolitan,Bulawayo,Youth Enterprise Loan,Health & pharmaceuticals,Equipment & machinery,27/10/2020,12/10/2023,36,"$4,400","$1,232",23.00%,"$7,100",27.90%,2.15x,809,1,"$1,137",108.30%,20.20%,0,0,1,Stable,Low,No,Performing
CNB-013607,Mudiwa Mlambo,Mutare Branch,A. Nkomo,Harare Metropolitan,Chitungwiza,Import Finance,ICT & telecoms,Commercial vehicle,6/8/2020,27/7/2022,24,"$7,000","$1,960",16.60%,"$45,100",13.70%,1.99x,749,0,"$5,417",36.20%,26.10%,0,1,0,Improving,Low,No,Performing
CNB-013608,Chenai Muguti,Chinhoyi Branch,M. Ndlovu,Harare Metropolitan,Harare,Microfinance Loan,Agriculture,Residential property,22/8/2019,6/8/2022,36,"$16,800","$4,704",23.80%,"$70,800",39.30%,1.31x,664,20,"$11,125",42.30%,50.50%,7,2,0,Declining,Low,No,Special mention
CNB-013609,Tapuwa Mutinhiri,Harare Main,T. Chinyoka,Harare Metropolitan,Harare,Youth Enterprise Loan,Education,No collateral,6/8/2021,1/8/2022,12,"$2,200",$616,16.90%,"$10,100",8.40%,3.61x,836,10,$0,,22.20%,0,1,0,Improving,Low,Yes,Performing
CNB-013610,Zodwa Makuyana,Mutare Branch,E. Mapfumo,Bulawayo Metropolitan,Bulawayo,Salary-Backed Loan,Retail trade,Commercial property,14/3/2023,8/3/2024,12,"$1,800",$504,29.30%,"$3,800",47.90%,1.10x,579,0,"$1,185",42.50%,38.00%,0,2,0,Declining,Medium,Yes,Special mention
CNB-013611,Mduduzi Muchena,Harare Main,M. Ndlovu,Manicaland,Rusape,Equipment Finance,Agriculture,Residential property,14/1/2021,30/12/2023,36,"$27,200","$7,616",39.40%,"$216,000",91.90%,0.66x,323,5,"$18,920",40.30%,93.40%,120,2,4,Severely declining,High,No,Non-performing
CNB-013612,Nozipho Banda,Chitungwiza Branch,H. Zimba,Midlands,Gweru,Youth Enterprise Loan,Mining,Company guarantee,13/11/2023,7/11/2024,12,"$19,100","$6,761",52.00%,"$151,000",86.80%,0.59x,423,7,"$17,882",37.80%,96.60%,150,3,4,Severely declining,High,No,Non-performing
CNB-013613,Munyaradzi Tekere,Harare Main,S. Dube,Harare Metropolitan,Chitungwiza,Youth Enterprise Loan,Agriculture,Company guarantee,18/8/2022,7/8/2024,24,"$10,900","$3,052",16.90%,"$45,100",13.00%,2.20x,819,25,"$6,486",47.10%,39.90%,0,1,1,Stable,Low,Yes,Performing
CNB-013614,Mxolisi Zvobgo,Harare Main,M. Ndlovu,Midlands,Gweru,Microfinance Loan,Retail trade,Commercial vehicle,26/12/2022,15/12/2024,24,"$1,900",$675,23.10%,"$13,400",24.40%,3.89x,822,2,"$1,386",48.70%,8.80%,0,1,1,Stable,Medium,Yes,Performing
CNB-013615,Kudzie Vera,Chitungwiza Branch,B. Makoni,Mashonaland East,Marondera,Export Finance,Education,Stock/inventory pledge,23/1/2020,21/7/2020,6,"$4,900","$1,372",20.50%,"$7,500",9.70%,2.39x,672,10,"$1,984",69.10%,8.20%,0,1,1,Improving,Low,No,Performing
CNB-013616,Ntombifuthi Nyandoro,Gweru Branch,R. Ncube,Midlands,Kwekwe,Microfinance Loan,Informal trade,Equipment & machinery,10/6/2022,20/5/2026,48,"$4,700","$2,717",47.50%,"$21,200",89.90%,0.84x,356,10,"$3,877",70.10%,81.10%,90,2,2,Severely declining,High,No,Non-performing
CNB-013617,Kudzai Gumbo,Beitbridge Branch,D. Rusike,Bulawayo Metropolitan,Bulawayo,Equipment Finance,Real estate,Residential property,10/1/2022,15/12/2026,60,"$3,400","$2,047",35.20%,"$8,700",59.10%,1.11x,498,5,"$2,586",79.10%,78.60%,30,2,0,Declining,High,No,Watch
CNB-013618,Bongani Nyamupingidza,Gweru Branch,M. Ndlovu,Manicaland,Mutare,School Fees Loan,Manufacturing,Stock/inventory pledge,30/4/2022,22/10/2023,18,"$5,800","$1,624",31.70%,"$11,300",50.30%,0.86x,469,7,"$1,410",115.20%,73.20%,0,4,2,Severely declining,High,No,Watch
CNB-013619,Fortune Jiri,Mutare Branch,L. Charamba,Midlands,Kwekwe,Women in Business Loan,Food & beverages,Equipment & machinery,30/9/2023,24/9/2024,12,"$5,600","$1,568",18.80%,"$16,100",22.90%,3.81x,834,15,"$1,541",101.80%,21.80%,0,1,1,Stable,Low,No,Performing
CNB-013620,Tsitsi Dziva,Kwekwe Branch,E. Mapfumo,Mashonaland West,Chinhoyi,Transport Fleet Finance,Education,Agricultural land,16/3/2020,1/3/2023,36,"$2,900",$812,27.60%,"$5,400",50.40%,1.49x,671,15,"$1,357",59.80%,65.90%,0,1,1,Stable,Medium,Yes,Special mention
CNB-013621,Zodwa Kariwo,Kwekwe Branch,P. Mhlanga,Harare Metropolitan,Epworth,Microfinance Loan,Hospitality & tourism,Salary cession,30/12/2020,23/6/2022,18,"$6,400","$1,792",22.40%,"$36,400",45.10%,1.45x,532,7,"$3,386",52.90%,56.40%,0,1,1,Declining,High,Yes,Special mention
CNB-013622,Tatenda Murara,Gweru Branch,S. Dube,Matabeleland North,Victoria Falls,Agricultural Input Finance,Manufacturing,Share pledge,26/1/2022,10/1/2025,36,"$8,900","$3,091",42.90%,"$19,000",86.00%,0.53x,358,7,"$5,432",56.90%,93.60%,90,5,4,Severely declining,High,No,Non-performing
CNB-013623,Bongani Molife,Beitbridge Branch,F. Moyo,Harare Metropolitan,Harare,Equipment Finance,Education,Commercial property,13/4/2019,2/4/2021,24,"$12,200","$3,416",21.10%,"$80,800",30.10%,2.80x,780,3,"$2,280",149.80%,44.50%,0,0,1,Stable,Low,Yes,Performing
CNB-013624,Nomthandazo Madzivire,Mutare Branch,D. Rusike,Harare Metropolitan,Harare,Women in Business Loan,Education,Residential property,1/11/2021,27/10/2022,12,"$2,400",$672,35.00%,"$17,500",59.80%,1.07x,422,15,"$1,225",54.80%,74.50%,30,2,1,Stable,High,No,Watch
CNB-013625,Zanele Munyeza,Harare Main,G. Mutasa,Harare Metropolitan,Chitungwiza,School Fees Loan,Manufacturing,Fixed deposit cession,4/2/2021,20/1/2024,36,"$1,000",$280,50.90%,"$6,300",80.30%,0.46x,386,7,$722,38.80%,85.90%,90,4,4,Severely declining,High,No,Watch
CNB-013626,Spiwe Mhaka,Bulawayo Main,M. Ndlovu,Bulawayo Metropolitan,Bulawayo,Trade Finance Facility,Education,Motor vehicle,22/8/2019,12/2/2021,18,"$6,300","$1,764",36.60%,"$20,300",63.20%,1.03x,499,20,"$3,291",53.60%,66.00%,0,4,0,Declining,High,Yes,Watch
CNB-013627,Mthulisi Sibanda,Masvingo Branch,B. Makoni,Harare Metropolitan,Harare,Import Finance,Construction,Personal guarantee,25/12/2019,9/12/2022,36,"$9,000","$2,520",16.20%,"$38,600",21.40%,1.89x,662,5,"$4,648",54.20%,40.40%,0,1,0,Stable,Low,Yes,Performing
CNB-013628,Simba Gova,Chitungwiza Branch,N. Gumbo,Harare Metropolitan,Harare,Medical Finance,Retail trade,Fixed deposit cession,5/1/2021,29/6/2022,18,"$3,000",$840,28.30%,"$10,800",47.20%,1.25x,654,0,"$1,032",81.40%,63.10%,14,1,2,Declining,High,No,Special mention
CNB-013629,Mudiwa Makoni,Mutare Branch,P. Mhlanga,Harare Metropolitan,Harare,Medical Finance,ICT & telecoms,Motor vehicle,25/5/2023,14/5/2025,24,"$21,800","$11,009",24.90%,"$61,900",39.20%,1.21x,544,1,"$12,646",87.10%,45.40%,30,2,0,Improving,Medium,No,Special mention
CNB-013630,Munashe Ndlovu,Mutare Branch,M. Ndlovu,Bulawayo Metropolitan,Bulawayo,Trade Finance Facility,Informal trade,Salary cession,18/8/2022,2/8/2025,36,"$1,000",$483,50.10%,"$3,500",69.00%,0.76x,380,25,$476,101.50%,86.10%,120,4,4,Severely declining,High,Yes,Non-performing
CNB-013631,Mduduzi Makamba,Chinhoyi Branch,L. Charamba,Bulawayo Metropolitan,Bulawayo,Export Finance,Energy & utilities,No collateral,29/11/2023,23/11/2024,12,$500,$193,34.50%,"$2,000",59.70%,0.85x,425,7,$0,,63.10%,45,3,3,Severely declining,High,No,Watch
CNB-013632,Tinashe Landa,Gweru Branch,C. Sibanda,Manicaland,Mutare,School Fees Loan,Financial services,Personal guarantee,20/11/2022,30/10/2026,48,"$11,800","$7,782",27.60%,"$62,900",45.00%,1.81x,526,2,"$14,923",52.10%,66.40%,0,2,1,Declining,Low,No,Special mention
CNB-013633,Simba Banda,Harare Main,B. Makoni,Harare Metropolitan,Harare,Digital Business Loan,Retail trade,Stock/inventory pledge,8/2/2019,9/5/2019,3,"$10,900","$3,052",20.00%,"$74,300",31.80%,3.34x,663,7,"$6,626",46.10%,16.20%,0,1,0,Improving,Low,No,Performing
CNB-013634,Tatenda Munyeza,Masvingo Branch,C. Sibanda,Midlands,Gweru,Salary-Backed Loan,Transport & logistics,Residential property,4/2/2024,28/7/2025,18,"$2,900","$1,972",22.50%,"$4,400",49.60%,1.44x,568,5,"$4,575",43.10%,68.70%,14,2,1,Stable,Medium,No,Special mention
CNB-013635,Ntombifuthi Zimba,Beitbridge Branch,M. Ndlovu,Manicaland,Mutare,Export Finance,Retail trade,Stock/inventory pledge,24/1/2021,14/1/2023,24,"$3,700","$1,036",19.00%,"$24,700",17.20%,1.91x,790,7,$883,117.30%,8.10%,0,1,1,Improving,Medium,No,Performing
CNB-013636,Ntombifuthi Dziva,Beitbridge Branch,S. Dube,Manicaland,Mutare,SME Working Capital Loan,Agriculture,Residential property,29/8/2023,25/2/2024,6,$200,$56,18.60%,"$1,000",29.00%,3.97x,756,7,$73,76.60%,20.00%,0,0,0,Declining,Medium,No,Performing
CNB-013637,Spiwe Mawere,Victoria Falls Branch,S. Dube,Matabeleland North,Hwange,Transport Fleet Finance,Agriculture,Personal guarantee,4/9/2019,14/8/2023,48,"$9,400","$2,632",50.40%,"$12,100",76.10%,0.39x,437,5,"$7,291",36.10%,88.30%,90,4,1,Severely declining,High,Yes,Watch
CNB-013638,Busisiwe Pfukwa,Beitbridge Branch,D. Rusike,Midlands,Gokwe,Transport Fleet Finance,Transport & logistics,Residential property,5/7/2023,14/6/2027,48,"$1,600","$1,237",18.90%,"$6,900",19.00%,1.86x,666,10,"$2,259",54.80%,34.90%,0,0,1,Improving,Low,Yes,Performing
CNB-013639,Dorcas Dube,Chinhoyi Branch,N. Gumbo,Bulawayo Metropolitan,Bulawayo,Transport Fleet Finance,Mining,Motor vehicle,22/11/2022,17/11/2023,12,"$2,300",$644,22.70%,"$12,700",41.70%,1.90x,677,10,$463,139.00%,54.90%,7,2,2,Declining,High,No,Special mention
CNB-013640,Gamuchirai Mutsvairo,Beitbridge Branch,P. Mhlanga,Harare Metropolitan,Harare,Green Energy Loan,Transport & logistics,Salary cession,6/8/2022,1/8/2023,12,"$16,100","$4,508",29.80%,"$80,000",39.40%,1.48x,642,2,"$4,224",106.70%,71.50%,30,2,0,Declining,Medium,Yes,Special mention
CNB-013641,Anesu Taruvinga,Masvingo Branch,C. Sibanda,Midlands,Zvishavane,SME Working Capital Loan,Retail trade,No collateral,20/4/2023,14/4/2024,12,$200,$56,17.10%,"$1,000",16.30%,1.72x,735,20,$0,,10.40%,0,0,1,Stable,Medium,No,Performing
CNB-013642,Chisomo Mwale,Chitungwiza Branch,S. Dube,Manicaland,Mutare,Youth Enterprise Loan,Retail trade,Motor vehicle,14/2/2019,3/2/2021,24,"$5,400","$1,512",23.40%,"$40,300",37.90%,1.50x,667,5,$990,152.70%,48.90%,0,0,2,Stable,Medium,No,Special mention
CNB-013643,Dumisani Maposa,Gweru Branch,L. Charamba,Matabeleland North,Victoria Falls,Export Finance,Education,Commercial property,4/1/2022,30/12/2022,12,"$7,800","$2,184",25.80%,"$24,500",34.50%,1.77x,567,7,"$5,483",39.80%,43.40%,0,1,2,Improving,Medium,Yes,Performing
CNB-013644,Edmore Ntuli,Kwekwe Branch,P. Mhlanga,Harare Metropolitan,Harare,School Fees Loan,Real estate,Residential property,13/10/2020,11/1/2021,3,"$21,900","$6,132",34.60%,"$125,400",69.20%,0.93x,432,2,"$14,441",42.50%,86.50%,0,2,3,Severely declining,Medium,No,Special mention
CNB-013645,Dumisani Muyambi,Mutare Branch,D. Rusike,Mashonaland West,Kadoma,Property Development Loan,Informal trade,Residential property,12/3/2021,19/2/2025,48,"$6,200","$2,173",19.20%,"$8,600",24.80%,3.82x,679,3,"$4,109",52.90%,26.40%,7,1,0,Improving,Low,No,Special mention
CNB-013646,Ntombifuthi Nyamudeza,Chinhoyi Branch,P. Mhlanga,Harare Metropolitan,Harare,Trade Finance Facility,Retail trade,Residential property,27/6/2023,11/6/2026,36,"$2,200","$1,522",33.40%,"$9,400",58.20%,1.06x,423,2,"$3,694",41.20%,90.40%,60,2,0,Severely declining,High,No,Watch
CNB-013647,Chipo Mwanza,Harare Main,A. Nkomo,Mashonaland West,Chinhoyi,Salary-Backed Loan,Manufacturing,Share pledge,29/5/2021,20/11/2022,18,"$9,600","$2,688",21.70%,"$23,300",25.00%,2.04x,723,2,"$1,986",135.40%,34.20%,0,0,1,Stable,Medium,No,Performing
CNB-013648,Dorcas Mwale,Harare Main,E. Mapfumo,Mashonaland Central,Bindura,Medical Finance,Agriculture,Residential property,18/5/2019,7/5/2021,24,"$32,500","$9,100",39.00%,"$138,900",78.50%,0.74x,397,5,"$23,826",38.20%,93.90%,120,3,2,Severely declining,High,No,Non-performing
CNB-013649,Rudo Jiri,Gweru Branch,R. Ncube,Midlands,Gweru,Agro-processing Loan,Manufacturing,Salary cession,27/12/2023,11/12/2026,36,"$3,600","$2,930",30.50%,"$23,600",39.30%,1.51x,547,2,"$7,470",39.20%,52.60%,0,2,2,Stable,Low,No,Special mention
CNB-013650,Tichaona Majoni,Kwekwe Branch,D. Rusike,Manicaland,Rusape,Equipment Finance,Real estate,Residential property,4/7/2020,29/6/2021,12,"$3,200",$896,29.70%,"$6,800",50.10%,1.64x,599,7,$754,118.80%,43.60%,7,2,1,Stable,Medium,No,Special mention
CNB-013651,Sithembile Nyoni,Mutare Branch,H. Zimba,Mashonaland West,Kadoma,Equipment Finance,Agriculture,No collateral,8/9/2023,2/8/2030,84,"$3,800","$3,378",24.00%,"$10,400",37.00%,1.11x,596,3,$0,,68.00%,30,1,2,Improving,Medium,Yes,Special mention
CNB-013652,Nokuthula Mukwewa,Chinhoyi Branch,P. Mhlanga,Harare Metropolitan,Harare,Equipment Finance,Transport & logistics,Commercial property,25/11/2020,24/5/2021,6,"$11,200","$3,136",20.50%,"$34,000",28.80%,2.85x,828,5,"$7,917",39.60%,37.80%,0,0,1,Stable,Medium,Yes,Performing
CNB-013653,Thandeka Mwale,Masvingo Branch,E. Mapfumo,Bulawayo Metropolitan,Bulawayo,Medical Finance,Agriculture,Salary cession,30/10/2019,19/10/2021,24,"$1,100",$308,31.50%,"$7,000",57.50%,1.13x,464,7,$636,48.40%,84.70%,45,1,1,Severely declining,High,Yes,Watch
CNB-013654,Tapiwa Mugabe,Kwekwe Branch,L. Charamba,Harare Metropolitan,Harare,Microfinance Loan,Agro-processing,Company guarantee,14/11/2022,9/11/2023,12,"$2,800",$784,39.10%,"$22,300",68.80%,0.87x,292,3,"$1,048",74.80%,89.80%,45,2,4,Severely declining,High,No,Non-performing
CNB-013655,Dumisani Mukwewa,Beitbridge Branch,T. Chinyoka,Midlands,Gweru,School Fees Loan,Manufacturing,Commercial property,12/12/2022,1/12/2024,24,"$2,500",$853,35.70%,"$6,000",57.30%,1.07x,519,5,"$1,667",51.10%,75.20%,45,3,1,Severely declining,High,No,Watch
